zip_code,average income
12210,47252.15517241379
12211,98887.97364085668
12302,76791.89750692522
12303,67943.68041912247
12304,52301.05465004794
12305,50378.78787878788
12306,65381.29744651483
12307,30083.33333333333
12308,49206.65634674922
12309,92123.72448979592
12401,62344.213649851634
12404,77456.64739884392
12405,58064.51612903226
12406,60000.0
12413,57397.95918367347
12414,62656.25
12419,79411.76470588235
12428,53636.36363636363
12431,68593.75
12434,50000.0
12443,84951.45631067961
12446,69804.5267489712
12449,61432.9268292683
12451,61925.28735632184
12455,65705.1282051282
12457,77027.02702702704
12461,77180.23255813953
12463,69243.42105263157
12464,68611.11111111111
12466,68709.67741935483
12477,68445.12195121952
12484,83843.53741496598
12485,64663.46153846154
12498,86895.16129032258
12501,69285.71428571429
12508,75068.68131868132
12518,88043.47826086955
12520,92352.9411764706
12521,80743.24324324325
12522,65189.87341772152
12524,83171.91283292978
12526,73372.39583333334
12528,75715.78212290502
12531,87191.35802469136
12533,92242.97337278108
12534,63046.1922596754
12538,71488.97058823529
12540,92557.25190839695
12542,77728.01302931597
12545,86659.19282511211
12546,68362.06896551725
12547,71951.21951219512
12549,81741.57303370786
12550,61766.87569162671
12553,72709.23520923521
12561,79791.95088676672
12563,75992.06349206349
12564,86391.96675900277
12565,54513.88888888888
12566,72868.04308797127
12569,79254.80769230769
12570,90675.67567567568
12571,81003.11850311852
12572,91622.0556745182
12575,87204.72440944883
12577,88053.09734513274
12578,87068.96551724138
12580,82114.36170212766
12581,81610.57692307692
12582,92489.49579831932
12583,72045.45454545453
12585,90000.0
12586,70612.70801815431
12589,73003.47222222222
12590,77961.3789528253
12594,69268.29268292684
12601,56388.742071881614
12603,79648.15647482015
12701,49512.67056530213
12719,77127.65957446808
12721,66358.02469135802
12723,70394.73684210527
12725,71428.57142857142
12726,70283.01886792453
12729,59218.75
12732,71381.57894736841
12737,73437.5
12738,54166.66666666666
12740,71542.55319148935
12742,60000.0
12747,59417.80821917808
12748,69241.57303370787
12754,50901.63934426229
12758,66759.77653631286
12762,62980.769230769234
12764,77500.0
12771,60223.76543209877
12775,80125.89928057554
12788,60259.43396226414
12789,57078.31325301205
12790,63912.133891213394
12791,69354.83870967742
12801,55660.690571049134
12803,60254.329004329
12804,72351.69491525424
12809,64891.975308641966
12814,75000.0
12816,64906.103286384976
12817,69871.79487179487
12821,48214.28571428571
12822,58248.299319727885
12828,59544.97907949791
12831,80080.28792912513
12832,59000.000000000015
12833,77312.77533039649
12834,68557.0987654321
12839,53095.2380952381
12842,61065.5737704918
12845,73563.2183908046
12846,62101.91082802547
12849,59821.42857142857
12865,59527.439024390245
12866,88018.2625863771
12870,65512.048192771086
12871,71120.68965517242
12883,58185.8407079646
12885,51936.61971830986
12887,54550.69124423964
12901,59593.023255813954
12903,71354.16666666666
12912,55693.0693069307
12913,63000.0
12914,53928.57142857142
12916,53723.404255319154
12918,65495.867768595046
12919,58573.71794871794
12920,62847.22222222223
12921,66000.0
12923,55000.0
12926,51612.90322580645
12932,61538.46153846153
12934,56097.56097560976
12935,59285.71428571429
12936,67578.125
12937,52370.68965517242
12941,65769.23076923077
12942,86805.55555555556
12943,63095.23809523809
12944,56284.15300546448
12946,69768.51851851851
12950,54276.31578947368
12953,58555.32786885247
12956,56018.518518518526
12958,58379.120879120885
12959,54838.70967741936
12960,60648.14814814815
12962,71737.13235294117
12972,69670.84639498433
12974,55514.70588235294
12979,63025.21008403361
12981,64823.00884955751
12983,66835.26011560694
12985,55468.75
12986,61368.11023622048
12992,60052.083333333336
12993,67500.0
12996,58870.967741935485
13021,61257.59249033683
13027,77457.50708215298
13029,75979.72972972973
13030,65926.39593908629
13031,77377.56264236901
13032,61531.98653198653
13033,64630.681818181816
13035,87944.16243654823
13036,64145.49653579677
13037,71349.5575221239
13039,78051.07526881719
13041,78051.3468013468
13044,65650.40650406505
13045,60163.86182462357
13052,61011.90476190476
13053,68630.95238095237
13054,60110.29411764706
13057,65096.7741935484
13060,63496.3768115942
13063,79597.7011494253
13066,95463.10240963857
13068,66650.57915057914
13069,56307.1297989031
13071,61931.81818181818
13073,62925.17006802722
13074,57579.78723404255
13076,68181.81818181818
13077,64487.76758409786
13078,95289.47368421052
13080,67290.41916167663
13084,74399.56331877729
13088,63080.658783783794
13090,71107.97237915882
13092,60630.84112149532
13101,55777.31092436974
13104,97871.31882202304
13108,80582.52427184467
13112,73404.25531914894
13114,64590.16393442623
13116,69134.07821229051
13118,62344.39834024896
13120,49130.434782608696
13126,63378.09917355371
13131,62073.86363636363
13132,65040.10695187165
13135,64927.18446601942
13142,62835.570469798666
13143,57037.81512605042
13145,58885.5421686747
13146,51973.68421052631
13148,58866.86991869918
13152,97463.32518337408
13155,59722.22222222222
13159,78343.02325581395
13160,66532.25806451612
13164,79807.69230769231
13165,55225.40983606558
13166,62548.07692307693
13167,65178.57142857143
13202,50203.25203252032
13203,43850.48231511254
13204,39261.22194513716
13205,38637.95518207283
13206,47805.690072639234
13207,49896.17940199336
13208,38330.696202531646
13209,57932.69230769231
13210,49881.14104595879
13211,45949.07407407407
13212,59553.99061032864
13214,75368.6327077748
13215,85453.92022008254
13219,68862.00716845879
13224,68222.89156626505
13303,67592.59259259258
13304,79838.70967741935
13309,60937.5
13315,61622.80701754386
13316,59419.01408450704
13317,59229.6511627907
13318,57916.66666666666
13319,49085.365853658535
13323,77645.22821576762
13326,79003.90625
13327,56559.405940594064
13329,53163.58024691357
13332,56081.08108108107
13338,58870.967741935485
13339,52352.39852398524
13340,60718.99736147757
13343,60032.8947368421
13346,83400.5376344086
13348,60317.46031746031
13350,53653.84615384616
13355,58437.5
13357,54724.62203023758
13365,58366.66666666667
13367,62567.75067750678
13368,53676.470588235294
13402,56346.15384615385
13403,72621.45748987854
13407,55769.230769230766
13408,57785.08771929824
13409,56081.08108108108
13411,53634.75177304964
13413,82005.14138817482
13416,64625.0
13417,53901.73410404624
13420,68445.12195121951
13421,59024.39024390243
13424,64843.75
13431,70454.54545454546
13439,57785.71428571428
13440,58172.554347826095
13441,60576.92307692308
13452,54188.48167539267
13456,73232.32323232324
13459,59840.425531914894
13460,55228.36538461538
13461,70885.09316770187
13469,68589.7435897436
13473,60294.117647058825
13478,62332.214765100674
13480,60625.0
13490,66964.28571428571
13491,60768.07228915663
13492,72165.820642978
13495,53690.47619047618
13501,45715.88725176169
13502,51425.59109874826
13601,55159.83860955928
13605,65062.5
13606,64344.26229508197
13608,57617.1875
13612,63020.833333333336
13613,56839.62264150943
13616,48310.81081081081
13617,68436.67546174143
13619,57978.723404255325
13620,58423.91304347826
13622,67660.5504587156
13624,70103.6866359447
13625,68157.8947368421
13626,65217.391304347824
13630,56372.549019607846
13634,66997.35449735449
13637,49881.516587677725
13642,57478.32369942197
13646,58467.74193548388
13648,63647.95918367348
13652,54819.27710843373
13654,59077.38095238096
13655,39888.53503184713
13656,57352.94117647059
13658,60435.77981651376
13660,55952.38095238096
13662,55535.96614950634
13668,60739.43661971831
13669,60355.39215686275
13672,58620.68965517242
13673,55625.0
13676,65194.61077844311
13685,70833.33333333334
13691,63541.66666666667
13694,67968.75
13730,56200.78740157481
13732,75969.2513368984
13733,58149.77973568282
13739,57558.139534883725
13740,80769.23076923078
13743,60872.78106508876
13746,62797.619047619046
13750,53645.833333333336
13751,37500.0
13753,65364.58333333333
13754,55865.38461538462
13757,64583.33333333333
13760,63782.95668549906
13775,65664.55696202532
13776,65086.206896551725
13778,62547.89272030651
13782,58984.375
13783,54687.5
13787,53969.5945945946
13790,51418.43971631205
13795,57821.63742690058
13796,56681.03448275862
13802,61309.5238095238
13803,58831.52173913044
13807,60208.33333333333
13808,60284.81012658229
13810,60336.53846153846
13811,61718.75
13812,58035.71428571429
13815,57048.55195911414
13820,61496.113989637306
13825,59232.02614379085
13827,63416.35338345864
13830,57904.41176470588
13838,53581.08108108108
13839,55952.38095238095
13842,60000.0
13849,58009.70873786408
13850,78035.18334985134
13856,55945.692883895135
13862,58534.94623655912
13863,41250.0
13864,52403.84615384616
13865,61556.603773584895
13901,59657.092614302455
13903,61397.49702026221
13904,52073.31730769231
13905,55046.2962962963
14001,68980.53278688525
14004,70036.10108303248
14005,60904.25531914893
14006,61612.90322580645
14009,59561.56716417911
14011,63153.31010452961
14012,59933.03571428572
14020,57153.392330383474
14024,64695.94594594595
14025,77830.18867924529
14031,86440.6779661017
14032,95222.92993630574
14036,68167.37288135593
14040,67307.6923076923
14042,51652.29885057471
14043,61260.65065840434
14047,66693.54838709677
14048,47730.769230769234
14051,96244.23963133642
14052,84641.3160733549
14057,73714.1148325359
14058,63985.14851485149
14059,85000.0
14063,65269.74951830443
14066,55978.260869565216
14067,62749.00398406375
14068,85497.23756906077
14070,54811.94690265487
14072,82133.39222614841
14075,73577.84431137725
14080,72334.1232227488
14081,57644.62809917356
14082,62500.0
14085,83549.38271604937
14086,80072.26980728052
14091,55040.32258064516
14092,75968.01346801347
14094,62445.73796369377
14103,53898.39034205231
14105,60216.89497716895
14108,61363.63636363636
14111,64193.54838709677
14120,66030.95030514385
14127,87933.65794278758
14131,66216.21621621621
14132,66792.9292929293
14136,58189.6551724138
14138,54062.5
14141,64281.002638522434
14145,69391.02564102564
14150,60239.30050621261
14171,60394.73684210526
14172,68391.71974522293
14174,75816.15120274914
14201,45302.87474332649
14202,73044.69273743016
14203,59975.96153846154
14204,39009.83146067416
14206,42796.157950907145
14207,35948.19159335288
14208,34225.44080604534
14209,63258.670520231215
14210,42083.333333333336
14211,31364.864864864867
14212,34781.44989339019
14213,40939.77154724819
14214,57991.53645833333
14215,37454.46265938069
14216,65150.13648771611
14217,62811.15879828326
14218,48117.21404303512
14219,57428.45117845118
14220,55461.37339055795
14221,86957.10217159131
14222,74262.22596964586
14223,66673.48608837971
14224,68565.08875739646
14225,53712.801796743406
14226,74149.08100748809
14227,59225.44080604534
14228,68103.86473429951
14301,36560.54279749478
14303,36489.36170212766
14304,57658.86287625418
14305,46783.21678321678
14411,53375.912408759126
14414,68513.1195335277
14416,65240.64171122995
14420,63501.177856301525
14423,67521.83406113538
14424,71509.79706088174
14425,70296.29629629629
14432,60328.185328185325
14433,55548.4693877551
14437,58981.6933638444
14445,54675.572519083966
14450,86835.52930486143
14456,58323.66589327146
14464,59438.04034582133
14468,74388.37920489296
14470,57866.66666666667
14472,91385.13513513516
14476,63713.59223300971
14481,60465.11627906977
14486,65441.17647058824
14505,64074.8031496063
14510,52578.47533632288
14521,57056.45161290322
14525,65213.17829457364
14526,88289.96282527881
14532,61869.26605504588
14536,52586.206896551725
14541,65070.09345794392
14544,64166.66666666666
14546,68032.7868852459
14560,66108.24742268042
14564,93538.13559322032
14568,74633.55048859934
14569,60309.278350515466
14580,81097.02797202798
14586,72237.90322580645
14589,62277.918781725886
14590,56718.06167400882
14608,34881.20950323974
14609,49736.31341034656
14612,66009.61538461539
14617,71856.96619950536
14621,31998.381877022657
14622,61208.20668693009
14623,54982.77559055118
14625,83392.2261484099
14717,57142.85714285714
14727,58008.65800865801
14731,79746.83544303798
14741,61111.11111111111
14747,52631.57894736842
14767,54623.28767123287
14770,55523.25581395349
14772,57164.634146341465
14805,59375.0
14806,58762.886597938144
